significance_rank,DE_id,DE_description,Data_type,Data_type_description,Group_id,Group_id_description,PV,PV_description,PV_count
,30815,Phosphate missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30816,Phosphate reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30820,Rheumatoid factor,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30821,Rheumatoid factor assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30822,Rheumatoid factor aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30823,Rheumatoid factor correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30824,Rheumatoid factor correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30825,Rheumatoid factor missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30826,Rheumatoid factor reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30830,SHBG,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30831,SHBG assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30832,SHBG aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30833,SHBG correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30834,SHBG correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30835,SHBG missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30836,SHBG reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30840,Total bilirubin,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30841,Total bilirubin assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30842,Total bilirubin aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30843,Total bilirubin correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
,30844,Total bilirubin correction reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Normal for assay type|No tip information|No aliquot information|Original log assay result more than 15 SDs below mean of log results in manual aliquots|Resurvey only: insufficient participants with aliquot dispensing machine data for aliquot correction,5
,30845,Total bilirubin missing reason,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5|7|8|9,No data returned|Original value above or below reportable limit|Unrecoverable aliquot problem (dip)|Unrecoverable aliquot problem (possible aliquot mis-classification)|Aliquot 4 used|Analyser deemed result not reportable for reason other than above or below reportable range|Not reportable because dilution factor 0.9-0.99 or 1.01-1.1|Not reportable because dilution factor <0.9 or >1.1,8
,30846,Total bilirubin reportability,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,1|2|3|4|5,"Reportable at assay and after aliquot correction, if attempted|Reportable at assay but not reportable after any corrections (too low)|Reportable at assay but not reportable after any corrections (too high)|Not reportable at assay (too low)|Not reportable at assay (too high)",5
,30850,Testosterone,Continuous,"floating-point numbers, for example the height of a participant",17518,Blood biochemistry,NA,NA,NA
,30851,Testosterone assay date,Date,"a calendar date, for example 14th October 2010",18518,Blood biochemistry processing,NA,NA,NA
,30852,Testosterone aliquot,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2|3|4,Manual|1|2|3|4,5
,30853,Testosterone correction level,Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",18518,Blood biochemistry processing,0|1|2,None|Date and aliquot correction|Date correction only,3
