concept_name|R1H_Days_of_Supply_95%|R1L_days of supply too lowDays_of_Supply_05%|R2H_Refils_95%|R3H_Quanitiy_of_Service_95%|R3L_Quanitiy_of_Service_05%|clinical drug concept_id|concept_code|R1H_Jitter|R1L_Jiter|R2H_Jitter|R3H_Jitter|R3L_Jitter
Methylnaltrexone bromide 150 MG Oral Tablet|30|14|3|90|21|40220708|1801514|35|9|8|99|18.9
2 ML eteplirsen 50 MG/ML Injection|28|7|17|256|4|40220752|1810573|33|2|22|281.6|3.6
10 ML eteplirsen 50 MG/ML Injection|14|1|15|70|40|40220760|1810581|19|-4|20|77|36
Esomeprazole Strontium 49.3 MG Delayed Release Oral Capsule|90|30|9|90|30|40220766|1810787|95|25|14|99|27
lifitegrast 50 MG/ML Ophthalmic Solution|90|30|5|180|60|40220783|1801835|95|25|10|198|54
Capsaicin 0.33 MG/ML Topical Cream|30|7|3|113.2|56.6|40220849|1803727|35|2|8|124.52|50.94
3 ML Lixisenatide 0.1 MG/ML Pen Injector|90|15|2|18|3|40220860|1803894|95|10|7|19.8|2.7
Leucovorin 50 MG Injection|30|7|6|6|1|40220869|1803930|35|2|11|6.6|0.9
Leucovorin 100 MG Injection|28|14|5|21|2|40220871|1803932|33|9|10|23.1|1.8
Leucovorin 200 MG Injection|28|14|6|12|2|40220873|1803937|33|9|11|13.2|1.8
anidulafungin 50 MG Injection|6|1|5|10|1|40220932|1804743|11|-4|10|11|0.9
anidulafungin 100 MG Injection|10|1|6|300|1|40220937|1804748|15|-4|11|330|0.9
agalsidase beta 35 MG Injection|28|1|12|8|2|40220943|1804755|33|-4|17|8.8|1.8
agalsidase beta 5 MG Injection|30|1|11|18|2|40220948|1804760|35|-4|16|19.8|1.8
bendamustine hydrochloride 100 MG Injection|28|21|5|4|2|40220996|1805001|33|16|10|4.4|1.8
bendamustine hydrochloride 25 MG Injection|28|21|4|14|2|40221002|1805007|33|16|9|15.4|1.8
24 HR Donepezil hydrochloride 10 MG / Memantine hydrochloride 21 MG Extended Release Oral Capsule|90|7|9|90|7|40221035|1805420|95|2|14|99|6.3
24 HR Donepezil hydrochloride 10 MG / Memantine hydrochloride 7 MG Extended Release Oral Capsule|31|7|8|31|7|40221040|1805425|36|2|13|34.1|6.3
{3 (24 HR dasabuvir 200 MG / ombitasvir 8.33 MG / paritaprevir 50 MG / Ritonavir 33.33 MG Extended Release Oral Tablet) } Pack|28|28|3|84|84|40221116|1802214|33|23|8|92.4|75.6
{1 (3 ML Lixisenatide 0.05 MG/ML Pen Injector) / 1 (3 ML Lixisenatide 0.1 MG/ML Pen Injector) } Pack|30|14|0|6|3|40221118|1803902|35|9|5|6.6|2.7
{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Capsule) / 7 (Ferrous fumarate 75 MG Oral Capsule) } Pack|84|28|5|84|28|40221121|1809904|89|23|10|92.4|25.2
50/50 Release 24 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Capsule|60|28|0|90|28|40221125|1806177|65|23|5|99|25.2
50/50 Release 24 HR Methylphenidate Hydrochloride 30 MG Extended Release Oral Capsule|31|28|0|90|28|40221126|1806179|36|23|5|99|25.2
30/70 Release 24 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Capsule|30|14|0|90|14|40221127|1806181|35|9|5|99|12.6
50/50 Release 24 HR Methylphenidate Hydrochloride 40 MG Extended Release Oral Capsule|90|28|0|90|28|40221128|1806183|95|23|5|99|25.2
50/50 Release 24 HR Methylphenidate Hydrochloride 60 MG Extended Release Oral Capsule|90|15|0|90|15|40221129|1806185|95|10|5|99|13.5
30/70 Release 24 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Capsule|31|28|0|112|30|40221130|1806187|36|23|5|123.2|27
30/70 Release 24 HR Methylphenidate Hydrochloride 30 MG Extended Release Oral Capsule|30|28|0|62|28|40221131|1806189|35|23|5|68.2|25.2
30/70 Release 24 HR Methylphenidate Hydrochloride 40 MG Extended Release Oral Capsule|30|28|0|60|28|40221132|1806191|35|23|5|66|25.2
30/70 Release 24 HR Methylphenidate Hydrochloride 50 MG Extended Release Oral Capsule|31|28|0|60|28|40221133|1806193|36|23|5|66|25.2
50/50 Release 24 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Capsule|90|14|0|120|14|40221134|1806195|95|9|5|132|12.6
30/70 Release 24 HR Methylphenidate Hydrochloride 60 MG Extended Release Oral Capsule|31|30|0|84|30|40221135|1806197|36|25|5|92.4|27
40/60 Release 24 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Capsule|30|15|0|180|28|40221136|1806200|35|10|5|198|25.2
40/60 Release 24 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Capsule|90|30|0|90|30|40221137|1806202|95|25|5|99|27
40/60 Release 24 HR Methylphenidate Hydrochloride 50 MG Extended Release Oral Capsule|90|30|0|180|30|40221138|1806204|95|25|5|198|27
40/60 Release 24 HR Methylphenidate Hydrochloride 30 MG Extended Release Oral Capsule|30|28|0|30|28|40221139|1806206|35|23|5|33|25.2
40/60 Release 24 HR Methylphenidate Hydrochloride 60 MG Extended Release Oral Capsule|30|30|0|30|30|40221140|1806208|35|25|5|33|27
40/60 Release 24 HR Methylphenidate Hydrochloride 40 MG Extended Release Oral Capsule|30|30|0|60|30|40221141|1806210|35|25|5|66|27
Once-Daily gabapentin 300 MG Oral Tablet|90|16|5|180|28|40221154|1806380|95|11|10|198|25.2
Once-Daily gabapentin 600 MG Oral Tablet|90|28|5|270|30|40221155|1806382|95|23|10|297|27
Lisinopril 1 MG/ML Oral Solution|60|15|5|1200|70|40221243|1806884|65|10|10|1320|63
Amylases 61500 UNT / Endopeptidases 35500 UNT / Lipase 10500 UNT Delayed Release Oral Capsule|90|7|8|650|30|40221261|1806919|95|2|13|715|27
Amylases 98400 UNT / Endopeptidases 56800 UNT / Lipase 16800 UNT Delayed Release Oral Capsule|90|14|8|800|42|40221266|1806924|95|9|13|880|37.8
Amylases 83900 UNT / Endopeptidases 54700 UNT / Lipase 21000 UNT Delayed Release Oral Capsule|90|14|7|1080|42|40221271|1806929|95|9|12|1188|37.8
carfilzomib 30 MG Injection|28|7|3|18|3|40221276|1806934|33|2|8|19.8|2.7
carfilzomib 60 MG Injection|28|7|5|12|2|40221282|1806940|33|2|10|13.2|1.8
Amylases 10850 UNT / Endopeptidases 6200 UNT / Lipase 2600 UNT Delayed Release Oral Capsule|90|12|6|300|30|40221294|1806953|95|7|11|330|27
Amylases 24600 UNT / Endopeptidases 14200 UNT / Lipase 4200 UNT Delayed Release Oral Capsule|90|12|10|540|30|40221303|1806964|95|7|15|594|27
2 ML Diazepam 5 MG/ML Cartridge|22|1|3|30|2|40221329|1807459|27|-4|8|33|1.8
200 ML Vancomycin 5 MG/ML Injection|7|1|6|2800|200|40221350|1807508|12|-4|11|3080|180
150 ML Vancomycin 5 MG/ML Injection|7|1|6|1500|150|40221352|1807510|12|-4|11|1650|135
100 ML Vancomycin 5 MG/ML Injection|6|1|8|1000|100|40221353|1807511|11|-4|13|1100|90
Vancomycin 1000 MG Injection|15|1|5|1400|1|40221355|1807513|20|-4|10|1540|0.9
Vancomycin 500 MG Injection|28|1|8|400|1|40221358|1807516|33|-4|13|440|0.9
Vancomycin 750 MG Injection|7|1|4|1000|1|40221360|1807518|12|-4|9|1100|0.9
25 ML Sodium Chloride 4.5 MG/ML Injection|1|1|0|25|25|40221363|1807546|6|-4|5|27.5|22.5
50 ML Sodium Chloride 4.5 MG/ML Injection|30|1|3|450|50|40221365|1807548|35|-4|8|495|45
100 ML Sodium Chloride 4.5 MG/ML Injection|30|1|7|1000|4|40221366|1807549|35|-4|12|1100|3.6
250 ML Sodium Chloride 4.5 MG/ML Injection|28|1|15|5000|250|40221367|1807550|33|-4|20|5500|225
500 ML Sodium Chloride 4.5 MG/ML Injection|20|1|31|7000|27.586|40221368|1807551|25|-4|36|7700|24.8274
1000 ML Sodium Chloride 4.5 MG/ML Injection|7|1|15|9000|1000|40221369|1807552|12|-4|20|9900|900
30 ML Sodium Chloride 234 MG/ML Injection|30|1|33|2000|6|40221371|1807571|35|-4|38|2200|5.4
20 ML Sodium Chloride 146 MG/ML Injection|37|7|4|260|100|40221374|1807578|42|2|9|286|90
40 ML Sodium Chloride 146 MG/ML Injection|30|3|6|1000|3|40221376|1807580|35|-2|11|1100|2.7
150 ML Sodium Chloride 9 MG/ML Injection|15|1|3|4200|2|40221381|1807627|20|-4|8|4620|1.8
25 ML Sodium Chloride 9 MG/ML Injection|28|2|3|400|25|40221383|1807630|33|-3|8|440|22.5
50 ML Sodium Chloride 9 MG/ML Injection|28|1|7|1050|2|40221384|1807631|33|-4|12|1155|1.8
100 ML Sodium Chloride 9 MG/ML Injection|15|1|6|2600|3|40221385|1807632|20|-4|11|2860|2.7
250 ML Sodium Chloride 9 MG/ML Injection|28|1|9|3500|5|40221386|1807633|33|-4|14|3850|4.5
500 ML Sodium Chloride 9 MG/ML Injection|28|1|20|5500|250|40221387|1807634|33|-4|25|6050|225
2 ML Sodium Chloride 9 MG/ML Injection|50|1|2|300|2|40221388|1807636|55|-4|7|330|1.8
10 ML Sodium Chloride 9 MG/ML Injection|30|1|10|600|10|40221389|1807637|35|-4|15|660|9
20 ML Sodium Chloride 9 MG/ML Injection|30|1|10|1000|10|40221390|1807638|35|-4|15|1100|9
{1 (Miconazole Nitrate 1200 MG Vaginal Insert) / 1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) } Pack|7|1|1|7|1|40221403|992775|12|-4|6|7.7|0.9
{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) / 3 (Miconazole Nitrate 200 MG Vaginal Insert) } Pack|8.5|1|1|24|1|40221404|992766|13.5|-4|6|26.4|0.9
{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) / 3 (5000 MG) (Miconazole Nitrate 40 MG/ML Vaginal Cream) } Pack|5|3|1|24|1|40221410|992816|10|-2|6|26.4|0.9
{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack|84|28|10|84|28|40221414|978949|89|23|15|92.4|25.2
Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution|24|2|1|473|100|40221700|995868|29|-3|6|520.3|90
Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution|30|4|0|473|75|40221776|996757|35|-1|5|520.3|67.5
Dextran 70 1 MG/ML / Polyethylene Glycol 400 10 MG/ML / Povidone 10 MG/ML / Tetrahydrozoline hydrochloride 0.5 MG/ML Ophthalmic Solution|75|9|3|15|15|40221810|996202|80|4|8|16.5|13.5
Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution|14|2|4|355|118|40221822|996520|19|-3|9|390.5|106.2
1 ML Somatropin 12 MG/ML Cartridge|84|24|9|15|1|40221834|996558|89|19|14|16.5|0.9
1 ML denosumab 60 MG/ML Prefilled Syringe|180|30|1|1|1|40221836|993452|185|25|6|1.1|0.9
12 HR Bupropion Hydrochloride 100 MG Extended Release Oral Tablet|90|28|5|180|28|40221856|993503|95|23|10|198|25.2
12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet|90|28|5|180|30|40221859|993518|95|23|10|198|27
12 HR Bupropion Hydrochloride 200 MG Extended Release Oral Tablet|90|28|5|180|30|40221864|993536|95|23|10|198|27
24 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet|90|28|5|90|28|40221871|993541|95|23|10|99|25.2
24 HR Bupropion Hydrochloride 300 MG Extended Release Oral Tablet|90|30|5|90|30|40221874|993557|95|25|10|99|27
24 HR Bupropion hydrobromide 174 MG Extended Release Oral Tablet|90|28|5|180|30|40221877|993550|95|23|10|198|27
24 HR Bupropion hydrobromide 348 MG Extended Release Oral Tablet|90|30|5|90|30|40221879|993567|95|25|10|99|27
24 HR Bupropion hydrobromide 522 MG Extended Release Oral Tablet|90|30|4|90|30|40221881|993681|95|25|9|99|27
24 HR Memantine hydrochloride 14 MG Extended Release Oral Capsule|60|7|16|60|7|40221889|996594|65|2|21|66|6.3
24 HR Memantine hydrochloride 21 MG Extended Release Oral Capsule|90|7|12|90|7|40221891|996603|95|2|17|99|6.3
24 HR Memantine hydrochloride 28 MG Extended Release Oral Capsule|90|7|14|90|7|40221893|996609|95|2|19|99|6.3
24 HR Memantine hydrochloride 7 MG Extended Release Oral Capsule|90|7|11|90|7|40221895|996615|95|2|16|99|6.3
12 HR Orphenadrine Citrate 100 MG Extended Release Oral Tablet|90|5|3|90|10|40221898|994521|95|0|8|99|9
Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet|30|2|2|120|12|40221901|993770|35|-3|7|132|10.8
Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet|30|2|2|120|10|40221904|993781|35|-3|7|132|9
Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet|30|5|2|180|20|40221913|993890|35|0|7|198|18
Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule|30|5|3|180|20|40221956|993943|35|0|8|198|18
Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution|30|2|2|900|90|40221966|993755|35|-3|7|990|81
Aspirin 325 MG / Carisoprodol 200 MG / Codeine Phosphate 16 MG Oral Tablet|30|7|3|240|30|40221996|994226|35|2|8|264|27
Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule|30|5|3|180|20|40221999|994237|35|0|8|198|18
Aspirin 845 MG / Caffeine 65 MG Oral Powder|31|3|12|360|28|40222019|994435|36|-2|17|396|25.2
Bupropion Hydrochloride 100 MG Oral Tablet|90|14|6|180|18|40222060|993687|95|9|11|198|16.2
Bupropion Hydrochloride 75 MG Oral Tablet|90|14|7|180|15|40222092|993691|95|9|12|198|13.5
lacosamide 10 MG/ML Oral Solution|31|6|6|1395|150|40222473|993856|36|1|11|1534.5|135
Dutasteride 0.5 MG / Tamsulosin hydrochloride 0.4 MG Oral Capsule|90|30|7|90|30|40222572|996097|95|25|12|99|27
Esomeprazole 20 MG / Naproxen 375 MG Delayed Release Oral Tablet|90|30|4|180|30|40222575|994005|95|25|9|198|27
Esomeprazole 20 MG / Naproxen 500 MG Delayed Release Oral Tablet|90|30|4|180|30|40222578|994008|95|25|9|198|27
Ethambutol Hydrochloride 100 MG Oral Tablet|90|14|7|270|12|40222612|995599|95|9|12|297|10.8
Ethambutol Hydrochloride 400 MG Oral Tablet|90|15|7|180|24|40222616|995607|95|10|12|198|21.6
Hydroxyzine Hydrochloride 10 MG Oral Tablet|90|5|4|180|20|40222636|995218|95|0|9|198|18
Hydroxyzine Pamoate 100 MG Oral Capsule|90|8|3|120|20|40222644|995232|95|3|8|132|18
Hydroxyzine Hydrochloride 2 MG/ML Oral Solution|47|4|6|1500|100|40222653|995241|52|-1|11|1650|90
Hydroxyzine Pamoate 25 MG Oral Capsule|45|5|4|180|20|40222660|995253|50|0|9|198|18
Hydroxyzine Hydrochloride 25 MG Oral Tablet|90|5|4|150|20|40222663|995258|95|0|9|165|18
1 ML Hydroxyzine Hydrochloride 25 MG/ML Injection|25|1|2|30|1|40222677|995270|30|-4|7|33|0.9
Hydroxyzine Pamoate 50 MG Oral Capsule|45|7|4|180|22|40222685|995278|50|2|9|198|19.8
Hydroxyzine Hydrochloride 50 MG Oral Tablet|90|7|4|180|22|40222688|995281|95|2|9|198|19.8
Hydroxyzine Hydrochloride 50 MG/ML Injectable Solution|10|10|0|10|10|40222694|995285|15|5|5|11|9
Meclizine Hydrochloride 12.5 MG Oral Tablet|90|5|4|120|18|40222779|995624|95|0|9|132|16.2
Meclizine Hydrochloride 25 MG Chewable Tablet|33|7|8|100|15|40222789|995632|38|2|13|110|13.5
Meclizine Hydrochloride 25 MG Oral Tablet|90|5|4|120|15|40222796|995666|95|0|9|132|13.5
Memantine hydrochloride 10 MG Oral Tablet|90|11|9|180|14|40222834|996561|95|6|14|198|12.6
Memantine hydrochloride 2 MG/ML Oral Solution|72|14|8|450|70|40222846|996740|77|9|13|495|63
Memantine hydrochloride 5 MG Oral Tablet|90|7|8|180|14|40222862|996571|95|2|13|198|12.6
Methylergonovine Maleate 0.2 MG Oral Tablet|90|1|4|360|4|40222881|996824|95|-4|9|396|3.6
1 ML Methylergonovine Maleate 0.2 MG/ML Injection|1|1|0|1|1|40222885|996828|6|-4|5|1.1|0.9
midodrine hydrochloride 10 MG Oral Tablet|90|10|7|270|12|40222918|993462|95|5|12|297|10.8
midodrine hydrochloride 2.5 MG Oral Tablet|90|10|7|270|20|40222924|993466|95|5|12|297|18
midodrine hydrochloride 5 MG Oral Tablet|90|10|7|270|13|40222930|993470|95|5|12|297|11.7
2 ML Orphenadrine Citrate 30 MG/ML Injection|20|1|2|40|2|40222975|994541|25|-4|7|44|1.8
{7 (24 HR Memantine hydrochloride 14 MG Extended Release Oral Capsule) / 7 (24 HR Memantine hydrochloride 21 MG Extended Release Oral Capsule) / 7 (24 HR Memantine hydrochloride 28 MG Extended Release Oral Capsule) / 7 (24 HR Memantine hydrochloride 7 MG|30|28|0|28|28|40223042|996624|35|23|5|30.8|25.2
vardenafil 10 MG Disintegrating Oral Tablet|90|1|8|30|1|40223045|996179|95|-4|13|33|0.9
{21 (Memantine hydrochloride 10 MG Oral Tablet) / 28 (Memantine hydrochloride 5 MG Oral Tablet) } Pack|30|24|0|49|49|40223051|996572|35|19|5|53.9|44.1
Codeine sulfate 15 MG Oral Tablet|30|3|0|120|10|40223110|997170|35|-2|5|132|9
Codeine sulfate 30 MG Oral Tablet|30|5|0|240|20|40223112|997287|35|0|5|264|18
Codeine sulfate 60 MG Oral Tablet|30|9|0|300|30|40223115|997296|35|4|5|330|27
1 ML Morphine Sulfate 2 MG/ML Prefilled Syringe|15|1|0|50|1|40223140|998212|20|-4|5|55|0.9
1 ML Morphine Sulfate 4 MG/ML Prefilled Syringe|15|1|1|90|6|40223141|998213|20|-4|6|99|5.4
168 HR Clonidine 0.00417 MG/HR Transdermal System|84|27|7|12|4|40223152|998671|89|22|12|13.2|3.6
168 HR Clonidine 0.00833 MG/HR Transdermal System|84|27|7|12|4|40223154|998675|89|22|12|13.2|3.6
168 HR Clonidine 0.0125 MG/HR Transdermal System|84|28|8|12|4|40223156|998679|89|23|13|13.2|3.6
2 ML Midazolam 1 MG/ML Prefilled Syringe|1|1|0|4|4|40223160|998211|6|-4|5|4.4|3.6
Acebutolol Hydrochloride 200 MG Oral Capsule|90|30|7|180|30|40223169|998689|95|25|12|198|27
Acebutolol Hydrochloride 400 MG Oral Capsule|90|30|6|180|30|40223173|998685|95|25|11|198|27
24 HR Fexofenadine hydrochloride 180 MG / Pseudoephedrine Hydrochloride 240 MG Extended Release Oral Tablet|90|10|8|90|10|40223181|997415|95|5|13|99|9
12 HR Fexofenadine hydrochloride 60 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet|90|7|5|90|10|40223184|997406|95|2|10|99|9
Acyclovir 50 MG/ML / Hydrocortisone 10 MG/ML Topical Cream|30|5|1|15|5|40223219|998422|35|0|6|16.5|4.5
Ascorbic Acid 40 MG / Ferrous fumarate 191 MG / Folic Acid 1 MG / Niacinamide 3 MG / Polysaccharide iron complex 136 MG Oral Capsule|90|30|11|90|30|40223282|999823|95|25|16|99|27
Ascorbic Acid 75 MG / Ferrous fumarate 333 MG / Folic Acid 0.5 MG / liver stomach concentrate 240 MG / Vitamin B 12 0.015 MG Oral Capsule|31|7|31|62|14|40223291|999799|36|2|36|68.2|12.6
Clozapine 200 MG Disintegrating Oral Tablet|30|7|10|93|7|40223450|996921|35|2|15|102.3|6.3
Quinine Sulfate 324 MG Oral Capsule|90|15|6|90|28|40223553|997010|95|10|11|99|25.2
Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Liquid Soap|90|20|3|360|170|40223588|999613|95|15|8|396|153
Undecylenic Acid 250 MG/ML Topical Solution|30|14|13|30|1.7|40223623|998329|35|9|18|33|1.53
everolimus 2.5 MG Oral Tablet|30|28|7|56|14|40223693|998189|35|23|12|61.6|12.6
nilotinib 150 MG Oral Capsule|28|28|8|112|48|40223727|997653|33|23|13|123.2|43.2
Docusate Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet|31|7|13|120|14|40223757|998740|36|2|18|132|12.6
Donepezil hydrochloride 10 MG Disintegrating Oral Tablet|90|7|9|90|7|40223766|997220|95|2|14|99|6.3
Donepezil hydrochloride 10 MG Oral Tablet|90|10|9|90|10|40223768|997223|95|5|14|99|9
Donepezil hydrochloride 5 MG Disintegrating Oral Tablet|90|14|7|90|14|40223776|997226|95|9|12|99|12.6
Donepezil hydrochloride 5 MG Oral Tablet|90|14|7|90|14|40223778|997229|95|9|12|99|12.6
Fexofenadine hydrochloride 180 MG Oral Tablet|90|14|12|90|14|40223815|997420|95|9|17|99|12.6
Fexofenadine hydrochloride 30 MG Disintegrating Oral Tablet|31|12|19|62|12|40223819|997482|36|7|24|68.2|10.8
Fexofenadine hydrochloride 6 MG/ML Oral Suspension|30|6|3|720|90|40223825|997491|35|1|8|792|81
Fexofenadine hydrochloride 60 MG Oral Tablet|31|7|11|62|12|40223834|997501|36|2|16|68.2|10.8
Miconazole Nitrate 0.02 MG/MG Powder Spray|30|5|3|133|130|40223886|998428|35|0|8|146.3|117
Miconazole Nitrate 0.02 MG/MG Topical Ointment|30|5|13|282|56|40223893|998442|35|0|18|310.2|50.4
Miconazole Nitrate 0.02 MG/MG Topical Powder|30|5|7|90|71|40223901|998461|35|0|12|99|63.9
Miconazole Nitrate 20 MG/ML Topical Cream|30|6|13|142|28|40223932|998483|35|1|18|156.2|25.2
Miconazole Nitrate 20 MG/ML Topical Solution|30|10|1|29.57|29.57|40223945|998525|35|5|6|32.527|26.613
Miconazole Nitrate 20 MG/ML Vaginal Cream|30|7|3|45|45|40223953|998540|35|2|8|49.5|40.5
Miconazole Nitrate 40 MG/ML Vaginal Cream|30|3|1|15|3|40223970|998544|35|-2|6|16.5|2.7
Miconazole Nitrate 50 MG Buccal Tablet|28|7|2|28|7|40223974|998548|33|2|7|30.8|6.3
Ondansetron 4 MG Oral Strip|30|1|2|120|6|40223992|998033|35|-4|7|132|5.4
Ondansetron 8 MG Oral Strip|90|3|3|90|10|40223995|998028|95|-2|8|99|9
Oxyquinoline Sulfate 0.00025 MG/MG / Sodium Dodecyl Sulfate 0.0001 MG/MG Vaginal Gel|30|28|10|113.4|113.4|40224027|999638|35|23|15|124.74|102.06
{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Topical Cream) / 1 (35000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) } Pack|7|7|0|1|1|40224084|997620|12|2|5|1.1|0.9
1 ML medroxyprogesterone acetate 150 MG/ML Prefilled Syringe|90|28|3|1|1|40224108|1000153|95|23|8|1.1|0.9
24 HR dexmethylphenidate hydrochloride 40 MG Extended Release Oral Capsule|30|28|0|60|28|40224110|1006608|35|23|5|66|25.2
0.65 ML medroxyprogesterone acetate 160 MG/ML Prefilled Syringe|90|28|3|0.65|0.65|40224132|1000156|95|23|8|0.715|0.585
Amphetamine aspartate 1.875 MG / Amphetamine Sulfate 1.875 MG / Dextroamphetamine saccharate 1.875 MG / Dextroamphetamine Sulfate 1.875 MG Oral Tablet|30|28|0|90|30|40224145|1009145|35|23|5|99|27
alcaftadine 2.5 MG/ML Ophthalmic Solution|67|13|5|9|3|40224161|1000085|72|8|10|9.9|2.7
Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet|90|30|5|90|30|40224166|999986|95|25|10|99|27
Amlodipine 10 MG / Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet|90|30|6|90|30|40224169|999991|95|25|11|99|27
Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet|90|30|6|90|30|40224172|999967|95|25|11|99|27
Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet|90|30|6|90|30|40224175|999996|95|25|11|99|27
Amlodipine 5 MG / Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet|90|30|6|90|30|40224178|1000001|95|25|11|99|27
Calcium Carbonate 625 MG / Ergocalciferol 125 UNT Oral Tablet|28|28|1|28|28|40224257|1001409|33|23|6|30.8|25.2
Calcium Carbonate 1250 MG / Cholecalciferol 100 UNT / Vitamin K 1 0.04 MG Chewable Tablet|90|25|5|360|40|40224277|1001691|95|20|10|396|36
Clozapine 150 MG Disintegrating Oral Tablet|30|7|10|96|7|40224293|1006801|35|2|15|105.6|6.3
Pilocarpine Hydrochloride 10 MG/ML Ophthalmic Solution|100|25|5|30|15|40224320|1000647|105|20|10|33|13.5
Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution|90|25|5|30|15|40224352|1000862|95|20|10|33|13.5
Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution|90|22|5|45|15|40224381|1000897|95|17|10|49.5|13.5
Pilocarpine Hydrochloride 5 MG Oral Tablet|90|14|6|270|30|40224399|1000913|95|9|11|297|27
Pilocarpine Hydrochloride 7.5 MG Oral Tablet|90|15|6|360|30|40224433|1001004|95|10|11|396|27
Sulfacetamide Sodium 100 MG/ML Topical Cream|20|20|0|57|57|40224474|1006683|25|15|5|62.7|51.3
Sulfacetamide Sodium 100 MG/ML Topical Lotion|59|11|3|118|118|40224479|1006688|64|6|8|129.8|106.2
Sulfacetamide Sodium 90 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap|30|29|1|473|473|40224513|1001714|35|24|6|520.3|425.7
Sulfacetamide Sodium 0.1 MG/MG Ophthalmic Ointment|30|4|1|3.5|3.5|40224552|1000673|35|-1|6|3.85|3.15
Sulfacetamide Sodium 100 MG/ML / Sulfur 20 MG/ML Medicated Liquid Soap|30|30|1|227|227|40224574|1000895|35|25|6|249.7|204.3
Sulfacetamide Sodium 100 MG/ML / Sulfur 20 MG/ML Topical Cream|90|10|3|171|57|40224576|1000731|95|5|8|188.1|51.3
Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Topical Cream|90|19|4|171|28|40224604|1005834|95|14|9|188.1|25.2
Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Topical Lotion|90|10|3|75|25|40224614|1005856|95|5|8|82.5|22.5
